sellerId
1.00179E+11
1.00181E+11
1000451212
1000461643
1.00182E+11
1.00185E+11
1000458215
1.00183E+11
1000476065
100088963
8112
100003376
1.0018E+11
1.00184E+11
1000537450
1000190710
1000532743
1000503200
1000283857
1000008890
1000537310
34142
1000008996
1000223355
1000158215
1000402006
1000046720
100016715
100190503
1000251482
1000455405
1000143294
1000401946
293
1000149966
1000283047
3996
1000041322
1000159431
100018599
1000279522
1353
100009086
1000537468
100021606
1000402033
1051
31392
100059864
1000279554
1000326173
100138629
2895
1000298168
100013470
100104261
1000106382
1000328199
1000537362
1000084882
1000537294
1000157733
4387
1000277985
1000402055
100035978
100165893
100003438
1000495438
1000423700
1000093968
100183061
100151167
1000005325
9557
1000279547
100186197
18406
100036029
16612
1000537344
1000423656
1000402685
100161860
1000294135
1000537463
1000402150
31638
1000360079
1000411062
1000050427
20643
1000183127
100164440
1000252434
100178733
100202799
1000062867
1000435079
100150193
100052897
23583
715
1000402135
1000020892
700
1000172771
1000402084
1000077969
1000021827
1000393413
1000053543
1000537376
1000279533
1000015150
1000019641
1000423726
100058885
1000266728
32831
1000290932
1000152857
1000444629
1000537357
1000320102
1000075385
1000401886
1000537349
100016356
100030166
1000127164
100169715
1000353312
1000499577
1000261378
1000287009
1000323971
1000151174
100006305
1000337961
100198655
476
100202008
1000539230
1000244707
1000117152
1000401971
31941
1000540434
100110898
100058652
100092683
1000270277
1000324090
37468
1000272836
1000476313
1000432514
1000183367
1000139462
1000429748
1000192710
1000021117
1000499889
1000210508
1000443585
1000367106
100026910
1000253028
1000151362
100007026
1000292325
1000393391
1000055348
16992
1000399281
1000195356
1000171215
1000387376
1000384431
100059417
1000401710
1000325869
1000151397
1000550129
1000398394
100167691
1000049908
32306
1000379863
1000101818
1000344053
1000373380
1000188064
1000191347
27400
1000373999
1000263558
1000009009
1000330102
100072356
1000363220
1000143973
100005108
1000376245
1000145120
1000249255
1000393059
1000020914
1000032944
1000299304
1000105780
5003
1000393089
1000318394
1000537431
1000061377
100004991
1000145198
1000317806
1000179397
1000028911
1000046500
1000113252
1000529249
1000212879
1000414792
100001001
1000030651
1000168241
1000440030
1000020613
100194337
1000137830
100210729
100180329
1000095926
1000078565
1000212809
1000279697
1000320268
26039
1000005587
1000545122
100131327
1000161701
1000443369
1000049927
1000545794
1000537402
100066036
1000366790
100023604
100137086
22255
1000127391
1000170360
1000466667
1000382057
1000210230
100065369
1000408457
1000153268
1000206329
1000231668
1000017355
1000030501
100121106
1000390834
6416
1000020591
1000176117
1000085668
1000277053
1000482597
1000165782
1000420849
1000054192
1000247650
38538
1000140431
1000158997
100179645
1000045518
16287
100118176
1000040028
100164777
1000107090
1000121315
1000463632
1000102009
479
1000041596
1000056449
1000279535
1000537479
1000036128
1000021117
1000281440
1000363220
